,close,signal,nav
2010-03-22,2581.9318395874657,-1,990041.6024762216
2010-03-23,2570.8312587534238,0,993308.0779005883
2010-03-24,2584.4913940666493,0,992811.4238616381
2010-03-25,2623.2159284287573,0,992811.4238616381
2010-03-26,2605.2949392394303,-1,992811.4238616381
2010-03-29,2598.981548053839,1,994720.8904361641
2010-03-30,2556.8058473605515,0,977584.057809763
2010-03-31,2511.882217070325,0,977095.2657808581
2010-04-01,2543.4475248778103,0,977095.2657808581
2010-04-02,2596.1673963782814,0,977095.2657808581
2010-04-05,2594.37491653651,0,977095.2657808581
2010-04-06,2634.4535880411454,0,977095.2657808581
2010-04-07,2649.800366269105,0,977095.2657808581
2010-04-08,2625.2357376273767,0,977095.2657808581
2010-04-09,2640.548477789811,1,977095.2657808581
2010-04-12,2702.56978775504,0,999556.7714623747
2010-04-13,2702.2606452798586,0,999056.9930766437
2010-04-14,2766.8396805335174,0,999056.9930766437
2010-04-15,2659.3142026805817,0,999056.9930766437
2010-04-16,2693.2682661947124,0,999056.9930766437
2010-04-19,2697.9830838752746,0,999056.9930766437
2010-04-20,2687.0972849600184,0,999056.9930766437
2010-04-21,2692.0204386417468,-1,999056.9930766437
2010-04-22,2613.0031751302745,0,1027882.1860984704
2010-04-23,2605.612129225158,0,1027368.2450054211
2010-04-26,2620.799117327339,0,1027368.2450054211
2010-04-27,2680.148786147537,0,1027368.2450054211
2010-04-28,2660.606494644465,0,1027368.2450054211
2010-04-29,2629.6382785825467,0,1027368.2450054211
2010-04-30,2611.1435362769257,0,1027368.2450054211
2010-05-03,2648.2987413759192,0,1027368.2450054211
2010-05-04,2662.6921675906183,-1,1027368.2450054211
2010-05-05,2642.888507413063,1,1034495.5686753094
2010-05-06,2664.5950259123983,0,1041957.5712131362
2010-05-07,2669.859028748811,1,1041436.5924275297
2010-05-10,2710.0517082070533,0,1056593.9030777134
2010-05-11,2682.948285934588,0,1056065.6061261746
2010-05-12,2671.1968099528654,0,1056065.6061261746
2010-05-13,2656.9282841495915,1,1056065.6061261746
2010-05-14,2600.0497825280836,0,1032929.7258893626
2010-05-17,2613.029232282828,0,1032413.2610264181
2010-05-18,2624.7123316361835,0,1032413.2610264181
2010-05-19,2626.384313471393,1,1032413.2610264181
2010-05-20,2618.6273783056486,1,1028847.8575632252
2010-05-21,2564.525982023987,-1,1007591.6429079038
2010-05-24,2549.82010920272,0,1012361.9278239539
2010-05-25,2538.1918708877224,0,1011855.746860042
2010-05-26,2509.13233733978,0,1011855.746860042
2010-05-27,2504.5428484034364,0,1011855.746860042
2010-05-28,2521.21267782627,1,1011855.746860042
2010-05-31,2594.057430023942,0,1040585.1079362772
2010-06-01,2602.4193271256177,1,1040064.8153823091
2010-06-02,2614.0597091878635,0,1044196.8971417539
2010-06-03,2612.7468725897575,1,1043674.7986931831
2010-06-04,2539.1658909775683,0,1013760.670376795
2010-06-07,2539.740562419803,1,1013253.7900416065
2010-06-08,2543.632034722915,0,1014299.703243915
2010-06-09,2639.2271597469894,0,1013792.5533922932
2010-06-10,2633.2962676507004,0,1013792.5533922932
2010-06-11,2646.900128656334,0,1013792.5533922932
2010-06-14,2647.2359278505546,0,1013792.5533922932
2010-06-15,2602.555889074899,0,1013792.5533922932
2010-06-16,2648.8791068173036,0,1013792.5533922932
2010-06-17,2680.507685786713,0,1013792.5533922932
2010-06-18,2714.0982215110307,1,1013792.5533922932
2010-06-21,2678.8954284934325,0,1000136.4169234044
2010-06-22,2737.0727142015635,0,999636.3487149428
2010-06-23,2681.37793942604,0,999636.3487149428
2010-06-24,2706.815599821931,0,999636.3487149428
2010-06-25,2797.616279734464,1,999636.3487149428
2010-06-28,2757.9873122267704,0,984976.4197814021
2010-06-29,2736.482473574319,0,984483.9315715114
2010-06-30,2742.4926255743667,0,984483.9315715114
2010-07-01,2723.7168039154335,0,984483.9315715114
2010-07-02,2662.297628424855,-1,984483.9315715114
2010-07-05,2666.9377930503515,0,982275.815518293
2010-07-06,2626.3581421188555,0,981784.6776105338
2010-07-07,2646.9142664987253,1,981784.6776105338
2010-07-08,2612.3344855710866,1,968467.5674000054
2010-07-09,2674.979248103414,0,991691.7835618844
2010-07-12,2645.5189424456594,-1,991195.9376701036
2010-07-13,2634.695389236006,0,994755.5977455172
2010-07-14,2668.805487762642,0,994258.2199466444
2010-07-15,2621.5272198392995,0,994258.2199466444
2010-07-16,2632.442657063646,-1,994258.2199466444
2010-07-19,2686.0471759596053,0,973514.9770626137
2010-07-20,2623.3216295545776,0,973028.2195740825
2010-07-21,2632.5907707713714,1,973028.2195740825
2010-07-22,2644.8745268999387,0,977081.8875116403
2010-07-23,2677.9329334044432,0,976593.3465678846
2010-07-26,2630.3228326703556,0,976593.3465678846
2010-07-27,2580.274603678042,0,976593.3465678846
2010-07-28,2602.496934943066,0,976593.3465678846
2010-07-29,2616.1387941304483,0,976593.3465678846
2010-07-30,2628.0375878994605,1,976593.3465678846
2010-08-02,2643.7829461677,0,981956.1123736502
2010-08-03,2618.9258796875433,0,981465.1343174634
2010-08-04,2630.150011381851,0,981465.1343174634
2010-08-05,2643.8312963004073,1,981465.1343174634
2010-08-06,2617.6414495433796,0,971251.9881072297
2010-08-09,2693.028121348176,1,970766.3621131761
2010-08-10,2714.367425801762,1,977973.2413300566
2010-08-11,2668.0885405511717,0,961299.1864532402
2010-08-12,2696.5617449450365,0,960818.5368600136
2010-08-13,2659.3672858149234,0,960818.5368600136
2010-08-16,2692.972782586206,0,960818.5368600136
2010-08-17,2742.0191773662973,1,960818.5368600136
2010-08-18,2710.5598594925605,0,949314.6103165912
2010-08-19,2752.0075331102953,0,948839.953011433
2010-08-20,2771.3695130059746,0,948839.953011433
2010-08-23,2807.8908096761784,1,948839.953011433
2010-08-24,2890.1685410732166,1,976168.7504975237
2010-08-25,2881.997583069438,0,973408.968930614
2010-08-26,2851.883090450261,0,972922.2644461486
2010-08-27,2816.2839608698655,0,972922.2644461486
2010-08-30,2784.251627592115,0,972922.2644461486
2010-08-31,2783.443546762024,0,972922.2644461486
2010-09-01,2800.107052724095,0,972922.2644461486
2010-09-02,2814.1713770619263,0,972922.2644461486
2010-09-03,2851.5525314805273,1,972922.2644461486
2010-09-06,2854.613521963324,0,973480.1837905581
2010-09-07,2919.3686654235476,0,972993.4436986629
2010-09-08,2910.3607740793127,0,972993.4436986629
2010-09-09,3031.69289063768,1,972993.4436986629
2010-09-10,3062.8436736372305,0,982504.4990765802
2010-09-13,3026.198268452986,0,982013.246827042
2010-09-14,2980.297690664839,-1,982013.246827042
2010-09-15,3004.543891895189,1,973533.0749373472
2010-09-16,2997.180340966815,0,970173.6022204246
2010-09-17,3031.989108874565,-1,969688.5154193145
2010-09-20,3056.260353330016,0,961441.2597022438
2010-09-21,3055.700101279773,0,960960.5390723927
2010-09-22,3019.672818318941,0,960960.5390723927
2010-09-23,2953.8184968601704,0,960960.5390723927
2010-09-24,2936.742720866415,0,960960.5390723927
2010-09-27,2977.167826489776,-1,960960.5390723927
2010-09-28,2989.4729792679063,0,956508.2416476973
2010-09-29,2936.374306675368,0,956029.9875268735
2010-09-30,2946.722993283557,0,956029.9875268735
2010-10-01,2966.4917245964257,0,956029.9875268735
2010-10-04,2929.925039134947,0,956029.9875268735
2010-10-05,2939.4164070601028,0,956029.9875268735
2010-10-06,2944.7337330986925,0,956029.9875268735
2010-10-07,2897.009952577732,0,956029.9875268735
2010-10-08,2915.281610235939,0,956029.9875268735
2010-10-11,2942.5517134658653,0,956029.9875268735
2010-10-12,2993.1351136382286,0,956029.9875268735
2010-10-13,3043.281116882016,0,956029.9875268735
2010-10-14,2983.2787445951776,0,956029.9875268735
2010-10-15,2944.148107959154,-1,956029.9875268735
2010-10-18,2969.6981276035062,1,947255.3162283994
2010-10-19,2995.4200278304124,0,954512.6681437808
2010-10-20,3021.4271580813793,0,954035.4118097089
2010-10-21,3198.9343122938417,1,954035.4118097089
2010-10-22,3229.3999252349813,0,962644.3179618324
2010-10-25,3287.5149728193746,0,962162.9958028515
2010-10-26,3337.7282809255007,1,962162.9958028515
2010-10-27,3373.563895916013,1,972012.204782085
2010-10-28,3360.8736682447006,0,968355.8174840969
2010-10-29,3402.3925056869716,1,967871.6395753549
2010-11-01,3366.253343429248,0,957107.2701580918
2010-11-02,3357.568455628459,0,956628.7165230128
2010-11-03,3336.393647764496,0,956628.7165230128
2010-11-04,3343.745426032878,1,956628.7165230128
2010-11-05,3463.10636011251,1,990298.9639190647
2010-11-08,3369.4964652836325,0,963530.5738605513
2010-11-09,3407.483140404089,1,963048.8085736211
2010-11-10,3328.3969823177226,0,940215.3524997007
2010-11-11,3308.1056299633915,0,939745.244823451
2010-11-12,3365.395819099043,1,939745.244823451
2010-11-15,3371.956167417931,0,941107.2684974788
2010-11-16,3320.770660766748,0,940636.7148632302
2010-11-17,3288.4199305644006,1,940636.7148632302
2010-11-18,3325.1935660109634,0,950685.3181673931
2010-11-19,3292.0561702524624,0,950209.9755083094
2010-11-22,3306.007683468659,0,950209.9755083094
2010-11-23,3311.5475749064035,0,950209.9755083094
2010-11-24,3282.469399934528,0,950209.9755083094
2010-11-25,3391.294177191376,0,950209.9755083094
2010-11-26,3426.9160417900953,0,950209.9755083094
2010-11-29,3326.2295455084914,0,950209.9755083094
2010-11-30,3338.8484816369864,0,950209.9755083094
2010-12-01,3309.0359403733432,0,950209.9755083094
2010-12-02,3354.6514269943686,0,950209.9755083094
2010-12-03,3318.1246482917118,-1,950209.9755083094
2010-12-06,3315.732663089637,0,950419.8623280361
2010-12-07,3344.167336937151,-1,949944.652396872
2010-12-08,3390.9451429243068,0,936181.9698064334
2010-12-09,3333.291426573494,0,935713.8788215303
2010-12-10,3319.9091801235945,-1,935713.8788215303
2010-12-13,3299.5886199852976,0,940973.3563106246
2010-12-14,3270.56528761815,0,940502.8696324694
2010-12-15,3360.460703332281,1,940502.8696324694
2010-12-16,3384.251326460801,0,946690.9758747806
2010-12-17,3323.6461846893626,1,946217.6303868432
2010-12-20,3372.748349388238,0,959723.54681876
2010-12-21,3483.5038296179296,1,959243.6850453507
2010-12-22,3540.958289444482,0,974585.1532495001
2010-12-23,3463.8222113625075,0,974097.8606728754
2010-12-24,3442.1501954238706,-1,974097.8606728754
2010-12-27,3511.030049596727,0,954118.4262323312
2010-12-28,3477.296648684054,0,953641.3670192151
2010-12-29,3503.9488361188714,1,953641.3670192151
2010-12-30,3548.1929977082186,0,965206.1213455219
2010-12-31,3502.4338450225478,0,964723.5182848491
2011-01-03,3502.8353362470375,0,964723.5182848491
2011-01-04,3336.060049187199,0,964723.5182848491
2011-01-05,3288.1596730962365,0,964723.5182848491
2011-01-06,3279.0147671703094,0,964723.5182848491
2011-01-07,3220.9450175541815,-1,964723.5182848491
2011-01-10,3303.0573605315026,0,939647.2227640414
2011-01-11,3235.5255571510024,0,939177.3991526595
2011-01-12,3217.4259614124,0,939177.3991526595
2011-01-13,3226.9736293334713,1,939177.3991526595
2011-01-14,3299.984461343237,-1,959956.8602418993
2011-01-17,3232.2285139944865,0,978706.9314868039
2011-01-18,3291.8722073879853,0,978217.5780210606
2011-01-19,3295.685622260656,-1,978217.5780210606
2011-01-20,3250.4749352879658,0,991147.7979484698
2011-01-21,3276.2692469519848,0,990652.2240494956
2011-01-24,3289.339502192152,1,990652.2240494956
2011-01-25,3263.0236785259763,-1,982231.3465539129
2011-01-26,3269.710761952384,1,979236.177636092
2011-01-27,3254.088033120221,0,973578.1357843059
2011-01-28,3262.886372255539,-1,973091.3467164137
2011-01-31,3298.557145988084,0,961966.6980600748
2011-02-01,3380.32780815915,1,961485.7147110448
2011-02-02,3320.940742023913,0,944113.173493244
2011-02-03,3430.5101549567526,1,943641.1169064974
2011-02-04,3333.480987967888,0,916479.1810666237
2011-02-07,3329.21238453813,0,916020.9414760903
2011-02-08,3361.905547942453,1,916020.9414760903
2011-02-09,3379.418563344427,0,920334.7155269074
2011-02-10,3351.210182244044,0,919874.548169144
2011-02-11,3344.0738464605206,0,919874.548169144
2011-02-14,3322.6593178555718,-1,919874.548169144
2011-02-15,3296.5755044490465,0,926635.8857163796
2011-02-16,3341.847655154437,0,926172.5677735215
2011-02-17,3363.045375804466,0,926172.5677735215
2011-02-18,3331.409310733597,1,926172.5677735215
2011-02-21,3379.6462179273353,0,939119.932151802
2011-02-22,3398.5507626612257,0,938650.3721857261
2011-02-23,3443.329289550383,0,938650.3721857261
2011-02-24,3479.229173963929,0,938650.3721857261
2011-02-25,3439.375229700014,-1,938650.3721857261
2011-02-28,3413.8412022608068,0,945149.616218905
2011-03-01,3455.444433516709,1,944677.0414107955
2011-03-02,3490.4525518698597,0,953775.5023364455
2011-03-03,3492.7586541787077,-1,953298.6145852773
2011-03-04,3502.3028342040648,1,950217.0175858103
2011-03-07,3572.825304106243,0,968400.3975743961
2011-03-08,3544.5851676998504,0,967916.197375609
2011-03-09,3577.1039657477645,0,967916.197375609
2011-03-10,3569.7106877752262,0,967916.197375609
2011-03-11,3561.497148650773,0,967916.197375609
2011-03-14,3623.624625404955,1,967916.197375609
2011-03-15,3671.970986056154,0,980346.1667379447
2011-03-16,3720.299809592578,1,979855.9936545758
2011-03-17,3796.7118327033086,1,999491.5347501228
2011-03-18,3801.5343298903667,0,1000761.066209767
2011-03-21,3844.0448753531946,1,1000260.6856766623
2011-03-22,3829.8111323093294,-1,996056.7865073755
2011-03-23,3852.0687715375357,1,989271.9657742975
2011-03-24,3848.1974149929097,0,987288.4684386612
2011-03-25,3857.4330786105734,0,986794.824204442
2011-03-28,3895.5070940426326,1,986794.824204442
2011-03-29,3851.3611969959575,0,975118.5585125869
2011-03-30,3975.8542155509112,0,974630.9992333306
2011-03-31,3919.5805074529353,0,974630.9992333306
2011-04-01,3851.855310746628,0,974630.9992333306
2011-04-04,3922.3578340744584,0,974630.9992333306
2011-04-05,3972.5815979536774,1,974630.9992333306
2011-04-06,4013.4554447078976,0,984171.6509692004
2011-04-07,4054.994665991068,1,983679.5651437159
2011-04-08,4057.9900388396513,0,983914.3569115751
2011-04-11,4007.1073972792115,0,983422.3997331193
2011-04-12,4015.3400866018405,0,983422.3997331193
2011-04-13,3978.22834739942,0,983422.3997331193
2011-04-14,4040.046760508105,0,983422.3997331193
2011-04-15,4034.810624656238,-1,983422.3997331193
2011-04-18,3988.5100775502874,0,994215.7275052539
2011-04-19,3972.890075901226,0,993718.6196415013
2011-04-20,4001.081022276273,0,993718.6196415013
2011-04-21,3970.8459517170086,-1,993718.6196415013
2011-04-22,3925.4317473536844,1,1004586.8298963978
2011-04-25,3943.2882481458028,1,1008152.0347934598
2011-04-26,3961.290567213081,0,1012754.5577277677
2011-04-27,3934.685817033691,-1,1012248.1804489038
2011-04-28,3910.367554204319,0,1017998.2400656844
2011-04-29,3927.4282263662362,0,1017489.2409456515
2011-05-02,3845.572691474091,0,1017489.2409456515
2011-05-03,3767.754910402037,0,1017489.2409456515
2011-05-04,3730.4413684617075,-1,1017489.2409456515
2011-05-05,3721.7439724519754,0,1019352.7375669156
2011-05-06,3742.3281600875034,0,1018843.0611981322
2011-05-09,3828.3808452134103,0,1018843.0611981322
2011-05-10,3880.9286258175825,0,1018843.0611981322
2011-05-11,3874.9470283702444,0,1018843.0611981322
2011-05-12,3877.1532935614687,0,1018843.0611981322
2011-05-13,3822.149864883996,0,1018843.0611981322
2011-05-16,3824.330186597828,0,1018843.0611981322
2011-05-17,3811.002323350689,0,1018843.0611981322
2011-05-18,3832.6576900812356,0,1018843.0611981322
2011-05-19,3788.3128631006416,0,1018843.0611981322
2011-05-20,3820.987197123312,1,1018843.0611981322
2011-05-23,3912.0127437887604,1,1042605.0496009873
2011-05-24,3908.8698478025262,0,1041767.4247157358
2011-05-25,3935.6464708554504,0,1041246.541003378
2011-05-26,3979.6202945331247,0,1041246.541003378
2011-05-27,3958.9231969036464,0,1041246.541003378
2011-05-30,3975.4531782746867,0,1041246.541003378
2011-05-31,3979.4258222235603,0,1041246.541003378
2011-06-01,3988.4668436348343,1,1041246.541003378
2011-06-02,3945.423374535987,-1,1029488.8020518256
2011-06-03,3950.0282762149895,0,1027257.7451889975
2011-06-06,3982.678332022522,0,1026744.116316403
2011-06-07,4072.5245072132566,1,1026744.116316403
2011-06-08,4134.3348069259,1,1041814.0419020783
2011-06-09,4271.108055997583,0,1076279.6326425145
2011-06-10,4225.28132416269,1,1075741.4928261936
2011-06-13,4283.850973035904,0,1090115.244923181
2011-06-14,4298.943719673448,0,1089570.1873007193
2011-06-15,4443.457850705419,1,1089570.1873007193
2011-06-16,4392.983536963982,0,1076648.7106022632
2011-06-17,4340.994588758376,0,1076110.3862469622
2011-06-20,4305.252671754952,-1,1076110.3862469622
2011-06-21,4171.337249013816,0,1109044.8791892414
2011-06-22,4141.566237628183,0,1108490.3567496468
2011-06-23,4097.492675250251,0,1108490.3567496468
2011-06-24,4109.773078136088,1,1108490.3567496468
2011-06-27,4133.870229792789,1,1114435.6091660887
2011-06-28,4253.237658893709,0,1146615.4566624966
2011-06-29,4316.972850580437,0,1146042.1489341655
2011-06-30,4282.743575184254,0,1146042.1489341655
2011-07-01,4228.113421788887,0,1146042.1489341655
2011-07-04,4262.339539311563,1,1146042.1489341655
2011-07-05,4180.964405676483,-1,1123589.2817890553
2011-07-06,4298.781601238842,0,1090803.5865193312
2011-07-07,4377.856981056938,0,1090258.1847260718
2011-07-08,4350.106876005793,0,1090258.1847260718
2011-07-11,4241.34336988319,-1,1090258.1847260718
2011-07-12,4330.404041675435,0,1066819.5716851614
2011-07-13,4325.933436548412,0,1066286.161899319
2011-07-14,4409.201281504228,1,1066286.161899319
2011-07-15,4306.733220345605,0,1040972.9580603315
2011-07-18,4270.908539119239,-1,1040452.4715813015
2011-07-19,4274.096655046888,0,1039155.5761506015
2011-07-20,4279.943574960564,0,1038635.9983625262
2011-07-21,4253.869039974427,0,1038635.9983625262
2011-07-22,4296.39448410195,0,1038635.9983625262
2011-07-25,4230.381343703975,0,1038635.9983625262
2011-07-26,4224.074723278865,0,1038635.9983625262
2011-07-27,4234.401238737055,0,1038635.9983625262
2011-07-28,4269.767605446388,0,1038635.9983625262
2011-07-29,4318.037732630109,0,1038635.9983625262
2011-08-01,4247.897767670229,-1,1038635.9983625262
2011-08-02,4152.786035850824,0,1061372.0584202458
2011-08-03,4234.935588284443,0,1060841.3723910358
2011-08-04,4258.636670146957,0,1060841.3723910358
2011-08-05,4213.4088604776125,0,1060841.3723910358
2011-08-08,4313.9807838035495,0,1060841.3723910358
2011-08-09,4324.043046957286,0,1060841.3723910358
2011-08-10,4403.0949487148655,0,1060841.3723910358
2011-08-11,4410.141509718171,0,1060841.3723910358
2011-08-12,4549.034024339142,1,1060841.3723910358
2011-08-15,4671.438737070696,0,1088855.9093258455
2011-08-16,4656.669117519078,0,1088311.4813711827
2011-08-17,4727.177434624231,0,1088311.4813711827
2011-08-18,4775.599990562321,1,1088311.4813711827
2011-08-19,4876.304285922269,1,1110716.8274899942
2011-08-22,4808.420724944479,1,1095254.418036661
2011-08-23,4860.536587680648,1,1107125.286285662
2011-08-24,4940.341617362778,0,1125303.1489022719
2011-08-25,4812.665497518502,0,1124740.4973278209
2011-08-26,4729.808325937318,0,1124740.4973278209
2011-08-29,4587.624505908394,1,1124740.4973278209
2011-08-30,4571.480674175153,0,1120220.1699034905
2011-08-31,4623.047288384652,0,1119660.0598185386
2011-09-01,4729.595120111821,1,1119660.0598185386
2011-09-02,4737.247401113892,1,1120911.7914946394
2011-09-05,4855.349544757022,0,1148856.729599255
2011-09-06,4757.244983858088,0,1148282.3012344553
2011-09-07,4638.02873497602,1,1148282.3012344553
2011-09-08,4636.41612406569,-1,1147308.910171231
2011-09-09,4665.352958238739,0,1139001.0085121559
2011-09-12,4665.280601309757,0,1138431.5080078996
2011-09-13,4522.793366515997,1,1138431.5080078996
2011-09-14,4518.846927961103,0,1136868.9349122648
2011-09-15,4432.500022644659,0,1136300.5004448085
2011-09-16,4479.0349725629385,0,1136300.5004448085
2011-09-19,4505.672098591027,0,1136300.5004448085
2011-09-20,4444.14482930882,0,1136300.5004448085
2011-09-21,4411.832569441067,-1,1136300.5004448085
2011-09-22,4343.641562004031,0,1153295.4545637886
2011-09-23,4341.409658277633,0,1152718.8068365068
2011-09-26,4405.436835905781,0,1152718.8068365068
2011-09-27,4342.128515061608,-1,1152718.8068365068
2011-09-28,4376.737831622666,1,1142954.6009763782
2011-09-29,4343.695687095084,1,1133182.9204688459
2011-09-30,4293.768158582781,0,1120157.831547573
2011-10-03,4288.563427227873,0,1119597.7526317993
2011-10-04,4223.630725283269,1,1119597.7526317993
2011-10-05,4190.168690669013,0,1110167.8556836175
2011-10-06,4116.456956855372,1,1109612.7717557757
2011-10-07,4239.299667558431,0,1142170.8685635566
2011-10-10,4243.090951376733,1,1141599.7831292748
2011-10-11,4200.082375050706,0,1129457.5646730054
2011-10-12,4215.05062982727,1,1128892.835890669
2011-10-13,4209.4173428193435,1,1126819.6585216022
2011-10-14,4196.907983595211,1,1123471.0259814463
2011-10-17,4236.986836102016,0,1134199.7409597072
2011-10-18,4286.534342334186,0,1133632.6410892273
2011-10-19,4253.820421386749,1,1133632.6410892273
2011-10-20,4218.440317725875,-1,1123637.1144842901
2011-10-21,4202.36183319899,0,1126796.193397138
2011-10-24,4058.5559621534944,0,1126232.7953004395
2011-10-25,3967.5426808642114,0,1126232.7953004395
2011-10-26,4050.068309710382,0,1126232.7953004395
2011-10-27,4151.181607856386,0,1126232.7953004395
2011-10-28,4136.860014087456,-1,1126232.7953004395
2011-10-31,4173.794346129889,0,1115614.551130263
2011-11-01,4194.424213028845,0,1115056.7438546978
2011-11-02,4389.260965620883,1,1115056.7438546978
2011-11-03,4464.124070584703,0,1133517.5902637746
2011-11-04,4456.703634944295,0,1132950.8314686427
2011-11-07,4393.942507386902,0,1132950.8314686427
2011-11-08,4289.138910486418,0,1132950.8314686427
2011-11-09,4303.254323771778,0,1132950.8314686427
2011-11-10,4255.436115532291,0,1132950.8314686427
2011-11-11,4165.618707222719,0,1132950.8314686427
2011-11-14,4126.140435474871,0,1132950.8314686427
2011-11-15,4060.0905262463743,-1,1132950.8314686427
2011-11-16,4163.6909861347485,0,1103475.092475581
2011-11-17,4219.602548891203,0,1102923.354929343
2011-11-18,4219.932858553001,0,1102923.354929343
2011-11-21,4314.421904737715,0,1102923.354929343
2011-11-22,4320.231599676229,-1,1102923.354929343
2011-11-23,4265.195603968729,0,1116422.1782023755
2011-11-24,4363.384964223977,0,1115863.9671132744
2011-11-25,4399.391300157646,1,1115863.9671132744
2011-11-28,4331.656723995283,0,1098125.8009312816
2011-11-29,4319.966963106772,0,1097576.7380308162
2011-11-30,4263.877282326724,0,1097576.7380308162
2011-12-01,4176.052088736219,0,1097576.7380308162
2011-12-02,4234.647140392017,1,1097576.7380308162
2011-12-05,4356.494167795328,0,1128609.4388490433
2011-12-06,4265.65300427467,0,1128045.134129619
2011-12-07,4302.18911873235,0,1128045.134129619
2011-12-08,4260.694661173274,1,1128045.134129619
2011-12-09,4230.025402368181,0,1119361.236538954
2011-12-12,4192.872280535208,0,1118801.5559206845
2011-12-13,4138.9388301821,1,1118801.5559206845
2011-12-14,4142.326849720486,0,1119157.9747976065
2011-12-15,4091.046941646251,0,1118598.3958102078
2011-12-16,4107.965952435553,0,1118598.3958102078
2011-12-19,4105.169251761472,1,1118598.3958102078
2011-12-20,4090.7295457602936,0,1114104.488566128
2011-12-21,4035.2892088563667,-1,1113547.436321845
2011-12-22,4000.59866661324,-1,1122563.5983661734
2011-12-23,4046.1240590567763,0,1109789.2231745445
2011-12-26,4076.698724270924,0,1109234.3285629572
2011-12-27,4017.0706529539107,0,1109234.3285629572
2011-12-28,4023.179615720512,1,1109234.3285629572
2011-12-29,4068.623714480982,0,1121209.143139369
2011-12-30,3966.817296040414,0,1120648.5385677996
2012-01-02,3999.199033511855,0,1120648.5385677996
2012-01-03,3959.4765436412217,1,1120648.5385677996
2012-01-04,3993.3685540553483,1,1129680.6519657404
2012-01-05,3947.6279038361545,0,1116741.1181206908
2012-01-06,3840.708376226982,0,1116182.7475616303
2012-01-09,3746.878304337115,0,1116182.7475616303
2012-01-10,3749.493630297293,0,1116182.7475616303
2012-01-11,3763.9912888121853,0,1116182.7475616303
2012-01-12,3712.800927650982,0,1116182.7475616303
2012-01-13,3748.2122057469232,0,1116182.7475616303
2012-01-16,3654.6191061636237,0,1116182.7475616303
2012-01-17,3650.8020291902976,1,1116182.7475616303
2012-01-18,3584.268028765153,0,1095282.7962877455
2012-01-19,3548.988886481491,0,1094735.1548896015
2012-01-20,3551.2593975000864,0,1094735.1548896015
2012-01-23,3505.1519800851547,0,1094735.1548896015
2012-01-24,3484.6415503890553,0,1094735.1548896015
2012-01-25,3536.9294391991953,1,1094735.1548896015
