"date","AGG"
"2015-07-17","108.72"
"2015-07-20","108.58"
"2015-07-21","108.74"
"2015-07-22","108.83"
"2015-07-23","109.03"
"2015-07-24","109.02"
"2015-07-27","109.18"
"2015-07-28","109.11"
"2015-07-29","109.00"
"2015-07-30","109.07"
"2015-07-31","109.37"
"2015-08-03","109.42"
"2015-08-04","109.09"
"2015-08-05","108.82"
"2015-08-06","108.98"
"2015-08-07","109.23"
"2015-08-10","108.94"
"2015-08-11","109.43"
"2015-08-12","109.41"
"2015-08-13","109.12"
"2015-08-14","109.07"
"2015-08-17","109.30"
"2015-08-18","109.09"
"2015-08-19","109.42"
"2015-08-20","109.59"
"2015-08-21","109.71"
"2015-08-24","109.87"
"2015-08-25","109.20"
"2015-08-26","109.03"
"2015-08-27","109.15"
"2015-08-28","109.06"
"2015-08-31","109.00"
"2015-09-01","108.87"
"2015-09-02","108.75"
"2015-09-03","108.93"
"2015-09-04","109.14"
"2015-09-08","108.84"
"2015-09-09","109.00"
"2015-09-10","108.81"
"2015-09-11","109.00"
"2015-09-14","109.01"
"2015-09-15","108.47"
"2015-09-16","108.41"
"2015-09-17","108.94"
"2015-09-18","109.37"
"2015-09-21","108.93"
"2015-09-22","109.35"
"2015-09-23","109.26"
"2015-09-24","109.34"
"2015-09-25","109.11"
"2015-09-28","109.40"
"2015-09-29","109.51"
"2015-09-30","109.50"
"2015-10-01","109.37"
"2015-10-02","109.65"
"2015-10-05","109.40"
"2015-10-06","109.56"
"2015-10-07","109.51"
"2015-10-08","109.28"
"2015-10-09","109.34"
"2015-10-12","109.37"
"2015-10-13","109.55"
"2015-10-14","109.94"
"2015-10-15","109.73"
"2015-10-16","109.74"
"2015-10-19","109.74"
"2015-10-20","109.53"
"2015-10-21","109.77"
"2015-10-22","109.88"
"2015-10-23","109.64"
"2015-10-26","109.80"
"2015-10-27","109.94"
"2015-10-28","109.59"
"2015-10-29","109.17"
"2015-10-30","109.29"
"2015-11-02","108.97"
"2015-11-03","108.80"
"2015-11-04","108.72"
"2015-11-05","108.66"
"2015-11-06","108.21"
"2015-11-09","108.16"
"2015-11-10","108.27"
"2015-11-11","108.27"
"2015-11-12","108.22"
"2015-11-13","108.41"
"2015-11-16","108.44"
"2015-11-17","108.54"
"2015-11-18","108.52"
"2015-11-19","108.66"
"2015-11-20","108.57"
"2015-11-23","108.62"
"2015-11-24","108.64"
"2015-11-25","108.68"
"2015-11-27","108.72"
"2015-11-30","108.78"
"2015-12-01","108.77"
"2015-12-02","108.69"
"2015-12-03","107.90"
"2015-12-04","108.22"
"2015-12-07","108.51"
"2015-12-08","108.36"
"2015-12-09","108.48"
"2015-12-10","108.30"
"2015-12-11","108.73"
"2015-12-14","108.21"
"2015-12-15","108.02"
"2015-12-16","107.92"
"2015-12-17","108.19"
"2015-12-18","108.34"
"2015-12-21","108.33"
"2015-12-22","108.09"
"2015-12-23","107.97"
"2015-12-24","107.85"
"2015-12-28","107.98"
"2015-12-29","107.56"
"2015-12-30","107.63"
"2015-12-31","107.82"
"2016-01-04","107.96"
"2016-01-05","107.93"
"2016-01-06","108.32"
"2016-01-07","108.40"
"2016-01-08","108.51"
"2016-01-11","108.40"
"2016-01-12","108.69"
"2016-01-13","108.82"
"2016-01-14","108.59"
"2016-01-15","108.87"
"2016-01-19","108.83"
"2016-01-20","108.97"
"2016-01-21","108.80"
"2016-01-22","108.74"
"2016-01-25","108.83"
"2016-01-26","108.96"
"2016-01-27","108.93"
"2016-01-28","109.02"
"2016-01-29","109.31"
"2016-02-01","108.84"
"2016-02-02","109.32"
"2016-02-03","109.22"
"2016-02-04","109.30"
"2016-02-05","109.35"
"2016-02-08","109.81"
"2016-02-09","109.76"
"2016-02-10","109.89"
"2016-02-11","110.02"
"2016-02-12","109.52"
"2016-02-16","109.46"
"2016-02-17","109.29"
"2016-02-18","109.64"
"2016-02-19","109.68"
"2016-02-22","109.66"
"2016-02-23","109.78"
"2016-02-24","109.78"
"2016-02-25","110.03"
"2016-02-26","109.69"
"2016-02-29","109.85"
"2016-03-01","109.23"
"2016-03-02","109.26"
"2016-03-03","109.44"
"2016-03-04","109.24"
"2016-03-07","109.23"
"2016-03-08","109.57"
"2016-03-09","109.33"
"2016-03-10","109.25"
"2016-03-11","109.14"
"2016-03-14","109.33"
"2016-03-15","109.33"
"2016-03-16","109.52"
"2016-03-17","109.78"
"2016-03-18","109.98"
"2016-03-21","109.74"
"2016-03-22","109.73"
"2016-03-23","110.08"
"2016-03-24","109.94"
"2016-03-28","110.07"
"2016-03-29","110.40"
"2016-03-30","110.36"
"2016-03-31","110.62"
"2016-04-01","110.37"
"2016-04-04","110.47"
"2016-04-05","110.73"
"2016-04-06","110.60"
"2016-04-07","110.93"
"2016-04-08","110.84"
"2016-04-11","110.82"
"2016-04-12","110.59"
"2016-04-13","110.73"
"2016-04-14","110.67"
"2016-04-15","110.85"
"2016-04-18","110.77"
"2016-04-19","110.78"
"2016-04-20","110.47"
"2016-04-21","110.43"
"2016-04-22","110.39"
"2016-04-25","110.33"
"2016-04-26","110.21"
"2016-04-27","110.55"
"2016-04-28","110.67"
"2016-04-29","110.82"
"2016-05-02","110.39"
"2016-05-03","110.72"
"2016-05-04","110.75"
"2016-05-05","110.95"
"2016-05-06","110.82"
"2016-05-09","110.91"
"2016-05-10","110.93"
"2016-05-11","111.06"
"2016-05-12","110.88"
"2016-05-13","111.12"
"2016-05-16","110.88"
"2016-05-17","110.84"
"2016-05-18","110.21"
"2016-05-19","110.44"
"2016-05-20","110.42"
"2016-05-23","110.45"
"2016-05-24","110.37"
"2016-05-25","110.34"
"2016-05-26","110.64"
"2016-05-27","110.58"
"2016-05-31","110.64"
"2016-06-01","110.37"
"2016-06-02","110.55"
"2016-06-03","111.10"
"2016-06-06","111.02"
"2016-06-07","111.10"
"2016-06-08","111.18"
"2016-06-09","111.35"
"2016-06-10","111.51"
"2016-06-13","111.60"
"2016-06-14","111.55"
"2016-06-15","111.67"
"2016-06-16","111.82"
"2016-06-17","111.57"
"2016-06-20","111.43"
"2016-06-21","111.32"
"2016-06-22","111.37"
"2016-06-23","111.16"
"2016-06-24","111.79"
"2016-06-27","112.39"
"2016-06-28","112.42"
"2016-06-29","112.42"
"2016-06-30","112.41"
"2016-07-01","112.43"
"2016-07-05","112.99"
"2016-07-06","112.87"
"2016-07-07","112.95"
"2016-07-08","113.10"
"2016-07-11","112.87"
"2016-07-12","112.55"
"2016-07-13","112.81"
"2016-07-14","112.51"
"2016-07-15","112.21"
"2016-07-18","112.26"
"2016-07-19","112.40"
"2016-07-20","112.29"
"2016-07-21","112.36"
"2016-07-22","112.35"
"2016-07-25","112.31"
"2016-07-26","112.32"
"2016-07-27","112.58"
"2016-07-28","112.59"
"2016-07-29","112.88"
"2016-08-01","112.45"
"2016-08-02","112.21"
"2016-08-03","112.20"
"2016-08-04","112.47"
"2016-08-05","112.09"
"2016-08-08","112.15"
"2016-08-09","112.40"
"2016-08-10","112.62"
"2016-08-11","112.25"
"2016-08-12","112.55"
"2016-08-15","112.38"
"2016-08-16","112.28"
"2016-08-17","112.40"
"2016-08-18","112.57"
"2016-08-19","112.35"
"2016-08-22","112.59"
"2016-08-23","112.59"
"2016-08-24","112.58"
"2016-08-25","112.47"
"2016-08-26","112.18"
"2016-08-29","112.58"
"2016-08-30","112.53"
"2016-08-31","112.53"
"2016-09-01","112.31"
"2016-09-02","112.16"
"2016-09-06","112.48"
"2016-09-07","112.51"
"2016-09-08","112.06"
"2016-09-09","111.73"
"2016-09-12","111.73"
"2016-09-13","111.40"
"2016-09-14","111.63"
"2016-09-15","111.60"
"2016-09-16","111.59"
"2016-09-19","111.63"
"2016-09-20","111.69"
"2016-09-21","111.81"
"2016-09-22","112.08"
"2016-09-23","112.19"
"2016-09-26","112.31"
"2016-09-27","112.48"
"2016-09-28","112.44"
"2016-09-29","112.52"
"2016-09-30","112.25"
"2016-10-03","112.00"
"2016-10-04","111.68"
"2016-10-05","111.55"
"2016-10-06","111.46"
"2016-10-07","111.48"
"2016-10-10","111.50"
"2016-10-11","111.38"
"2016-10-12","111.32"
"2016-10-13","111.56"
"2016-10-14","111.29"
"2016-10-17","111.47"
"2016-10-18","111.58"
"2016-10-19","111.61"
"2016-10-20","111.64"
"2016-10-21","111.66"
"2016-10-24","111.56"
"2016-10-25","111.57"
"2016-10-26","111.39"
"2016-10-27","111.11"
"2016-10-28","111.10"
"2016-10-31","111.19"
"2016-11-01","111.04"
"2016-11-02","111.09"
"2016-11-03","111.02"
"2016-11-04","111.15"
"2016-11-07","111.00"
"2016-11-08","110.84"
"2016-11-09","109.75"
"2016-11-10","109.51"
"2016-11-11","109.52"
"2016-11-14","108.88"
"2016-11-15","108.90"
"2016-11-16","109.03"
"2016-11-17","108.76"
"2016-11-18","108.40"
"2016-11-21","108.38"
"2016-11-22","108.45"
"2016-11-23","108.23"
"2016-11-25","108.17"
"2016-11-28","108.49"
"2016-11-29","108.65"
"2016-11-30","108.34"
"2016-12-01","107.74"
"2016-12-02","108.04"
"2016-12-05","108.06"
"2016-12-06","108.03"
"2016-12-07","108.33"
"2016-12-08","108.14"
"2016-12-09","107.75"
"2016-12-12","107.76"
"2016-12-13","107.78"
"2016-12-14","107.53"
"2016-12-15","107.20"
"2016-12-16","107.09"
"2016-12-19","107.43"
"2016-12-20","107.34"
"2016-12-21","107.52"
"2016-12-22","107.26"
"2016-12-23","107.32"
"2016-12-27","107.22"
"2016-12-28","107.55"
"2016-12-29","107.76"
"2016-12-30","108.02"
"2017-01-03","107.99"
"2017-01-04","107.99"
"2017-01-05","108.51"
"2017-01-06","108.22"
"2017-01-09","108.45"
"2017-01-10","108.44"
"2017-01-11","108.51"
"2017-01-12","108.55"
"2017-01-13","108.43"
"2017-01-17","108.76"
"2017-01-18","108.38"
"2017-01-19","108.03"
"2017-01-20","108.05"
"2017-01-23","108.46"
"2017-01-24","108.08"
"2017-01-25","107.79"
"2017-01-26","107.92"
"2017-01-27","108.09"
"2017-01-30","108.09"
"2017-01-31","108.23"
"2017-02-01","107.89"
"2017-02-02","107.95"
"2017-02-03","107.84"
"2017-02-06","108.28"
"2017-02-07","108.40"
"2017-02-08","108.66"
"2017-02-09","108.37"
"2017-02-10","108.31"
"2017-02-13","108.23"
"2017-02-14","108.04"
"2017-02-15","107.84"
"2017-02-16","108.14"
"2017-02-17","108.29"
"2017-02-21","108.28"
"2017-02-22","108.35"
"2017-02-23","108.54"
"2017-02-24","108.95"
"2017-02-27","108.69"
"2017-02-28","108.75"
"2017-03-01","107.92"
"2017-03-02","107.78"
"2017-03-03","107.81"
"2017-03-06","107.83"
"2017-03-07","107.70"
"2017-03-08","107.43"
"2017-03-09","107.12"
"2017-03-10","107.21"
"2017-03-13","107.07"
"2017-03-14","107.12"
"2017-03-15","107.69"
"2017-03-16","107.63"
"2017-03-17","107.75"
"2017-03-20","107.93"
"2017-03-21","108.17"
"2017-03-22","108.39"
"2017-03-23","108.28"
"2017-03-24","108.39"
"2017-03-27","108.54"
"2017-03-28","108.31"
"2017-03-29","108.48"
"2017-03-30","108.33"
"2017-03-31","108.46"
"2017-04-03","108.53"
"2017-04-04","108.53"
"2017-04-05","108.51"
"2017-04-06","108.59"
"2017-04-07","108.42"
"2017-04-10","108.51"
"2017-04-11","108.90"
"2017-04-12","108.91"
"2017-04-13","109.25"
"2017-04-17","109.16"
"2017-04-18","109.56"
"2017-04-19","109.44"
"2017-04-20","109.21"
"2017-04-21","109.25"
"2017-04-24","109.08"
"2017-04-25","108.77"
"2017-04-26","108.88"
"2017-04-27","108.99"
"2017-04-28","109.07"
"2017-05-01","108.61"
"2017-05-02","108.81"
"2017-05-03","108.80"
"2017-05-04","108.56"
"2017-05-05","108.61"
"2017-05-08","108.52"
"2017-05-09","108.38"
"2017-05-10","108.37"
"2017-05-11","108.43"
"2017-05-12","108.82"
"2017-05-15","108.84"
"2017-05-16","108.92"
"2017-05-17","109.52"
"2017-05-18","109.39"
"2017-05-19","109.34"
"2017-05-22","109.34"
"2017-05-23","109.17"
"2017-05-24","109.28"
"2017-05-25","109.36"
"2017-05-26","109.38"
"2017-05-30","109.59"
"2017-05-31","109.70"
"2017-06-01","109.38"
"2017-06-02","109.68"
"2017-06-05","109.58"
"2017-06-06","109.78"
"2017-06-07","109.63"
"2017-06-08","109.54"
"2017-06-09","109.51"
"2017-06-12","109.44"
"2017-06-13","109.48"
"2017-06-14","109.89"
"2017-06-15","109.75"
"2017-06-16","109.80"
"2017-06-19","109.69"
"2017-06-20","109.92"
"2017-06-21","109.91"
"2017-06-22","109.93"
"2017-06-23","110.00"
"2017-06-26","110.09"
"2017-06-27","109.80"
"2017-06-28","109.73"
"2017-06-29","109.52"
"2017-06-30","109.36"
"2017-07-03","108.93"
"2017-07-05","109.02"
"2017-07-06","108.85"
"2017-07-07","108.74"
"2017-07-10","108.90"
"2017-07-11","108.95"
"2017-07-12","109.20"
"2017-07-13","109.10"
"2017-07-14","109.23"
"2017-07-17","109.33"
"2017-07-18","109.59"
"2017-07-19","109.60"
"2017-07-20","109.64"
"2017-07-21","109.83"
"2017-07-24","109.73"
"2017-07-25","109.32"
"2017-07-26","109.58"
"2017-07-27","109.46"
"2017-07-28","109.61"
"2017-07-31","109.60"
"2017-08-01","109.63"
"2017-08-02","109.60"
"2017-08-03","109.78"
"2017-08-04","109.56"
"2017-08-07","109.62"
"2017-08-08","109.47"
"2017-08-09","109.67"
"2017-08-10","109.75"
"2017-08-11","109.83"
"2017-08-14","109.76"
"2017-08-15","109.54"
"2017-08-16","109.77"
"2017-08-17","109.91"
"2017-08-18","109.91"
"2017-08-21","109.99"
"2017-08-22","109.84"
"2017-08-23","110.07"
"2017-08-24","109.96"
"2017-08-25","110.08"
"2017-08-28","110.15"
"2017-08-29","110.23"
"2017-08-30","110.20"
"2017-08-31","110.35"
"2017-09-01","109.93"
"2017-09-05","110.41"
"2017-09-06","110.21"
"2017-09-07","110.46"
"2017-09-08","110.43"
"2017-09-11","110.11"
"2017-09-12","109.93"
"2017-09-13","109.84"
"2017-09-14","109.87"
"2017-09-15","109.87"
"2017-09-18","109.76"
"2017-09-19","109.75"
"2017-09-20","109.60"
"2017-09-21","109.62"
"2017-09-22","109.71"
"2017-09-25","109.96"
"2017-09-26","109.93"
"2017-09-27","109.53"
"2017-09-28","109.61"
"2017-09-29","109.59"
"2017-10-02","109.37"
"2017-10-03","109.43"
"2017-10-04","109.43"
"2017-10-05","109.32"
"2017-10-06","109.21"
"2017-10-09","109.23"
"2017-10-10","109.38"
"2017-10-11","109.38"
"2017-10-12","109.49"
"2017-10-13","109.73"
"2017-10-16","109.59"
"2017-10-17","109.64"
"2017-10-18","109.42"
"2017-10-19","109.52"
"2017-10-20","109.23"
"2017-10-23","109.33"
"2017-10-24","109.19"
"2017-10-25","109.00"
"2017-10-26","108.95"
"2017-10-27","109.12"
"2017-10-30","109.46"
"2017-10-31","109.42"
"2017-11-01","109.19"
"2017-11-02","109.34"
"2017-11-03","109.37"
"2017-11-06","109.50"
"2017-11-07","109.55"
"2017-11-08","109.43"
"2017-11-09","109.32"
"2017-11-10","108.93"
"2017-11-13","108.94"
"2017-11-14","109.04"
"2017-11-15","109.25"
"2017-11-16","109.15"
"2017-11-17","109.19"
"2017-11-20","109.13"
"2017-11-21","109.22"
"2017-11-22","109.47"
"2017-11-24","109.39"
"2017-11-27","109.45"
"2017-11-28","109.43"
"2017-11-29","109.23"
"2017-11-30","109.05"
"2017-12-01","109.14"
"2017-12-04","109.07"
"2017-12-05","109.21"
"2017-12-06","109.35"
"2017-12-07","109.12"
"2017-12-08","109.11"
"2017-12-11","109.09"
"2017-12-12","109.04"
"2017-12-13","109.38"
"2017-12-14","109.44"
"2017-12-15","109.42"
"2017-12-18","109.24"
"2017-12-19","108.85"
"2017-12-20","108.65"
"2017-12-21","108.75"
"2017-12-22","108.72"
"2017-12-26","108.86"
"2017-12-27","109.20"
"2017-12-28","109.12"
"2017-12-29","109.26"
"2018-01-02","108.96"
"2018-01-03","109.09"
"2018-01-04","109.05"
"2018-01-05","108.93"
"2018-01-08","108.94"
"2018-01-09","108.61"
"2018-01-10","108.62"
"2018-01-11","108.76"
"2018-01-12","108.74"
"2018-01-16","108.80"
"2018-01-17","108.60"
"2018-01-18","108.42"
"2018-01-19","108.26"
"2018-01-22","108.14"
"2018-01-23","108.35"
"2018-01-24","108.18"
"2018-01-25","108.45"
"2018-01-26","108.23"
"2018-01-29","108.09"
"2018-01-30","107.93"
"2018-01-31","108.01"
"2018-02-01","107.48"
"2018-02-02","107.04"
"2018-02-05","107.35"
"2018-02-06","107.42"
"2018-02-07","107.03"
"2018-02-08","106.90"
"2018-02-09","106.93"
"2018-02-12","106.81"
"2018-02-13","106.82"
"2018-02-14","106.40"
"2018-02-15","106.57"
"2018-02-16","106.70"
"2018-02-20","106.61"
"2018-02-21","106.34"
"2018-02-22","106.45"
"2018-02-23","106.68"
"2018-02-26","106.77"
"2018-02-27","106.51"
"2018-02-28","106.72"
"2018-03-01","106.78"
"2018-03-02","106.47"
"2018-03-05","106.36"
"2018-03-06","106.42"
"2018-03-07","106.36"
"2018-03-08","106.47"
"2018-03-09","106.35"
"2018-03-12","106.48"
"2018-03-13","106.56"
"2018-03-14","106.73"
"2018-03-15","106.67"
"2018-03-16","106.58"
"2018-03-19","106.61"
"2018-03-20","106.39"
"2018-03-21","106.26"
"2018-03-22","106.61"
"2018-03-23","106.61"
"2018-03-26","106.57"
"2018-03-27","106.88"
"2018-03-28","106.93"
"2018-03-29","107.15"
"2018-04-02","106.97"
"2018-04-03","106.73"
"2018-04-04","106.72"
"2018-04-05","106.56"
"2018-04-06","106.86"
"2018-04-09","106.86"
"2018-04-10","106.82"
"2018-04-11","106.89"
"2018-04-12","106.66"
"2018-04-13","106.68"
"2018-04-16","106.71"
"2018-04-17","106.81"
"2018-04-18","106.52"
"2018-04-19","106.23"
"2018-04-20","106.02"
"2018-04-23","105.91"
"2018-04-24","105.83"
"2018-04-25","105.61"
"2018-04-26","105.80"
"2018-04-27","106.02"
"2018-04-30","106.12"
"2018-05-01","105.64"
"2018-05-02","105.69"
"2018-05-03","105.77"
"2018-05-04","105.79"
"2018-05-07","105.81"
"2018-05-08","105.69"
"2018-05-09","105.53"
"2018-05-10","105.72"
"2018-05-11","105.78"
"2018-05-14","105.72"
"2018-05-15","105.22"
"2018-05-16","105.15"
"2018-05-17","105.07"
"2018-05-18","105.30"
"2018-05-21","105.32"
"2018-05-22","105.33"
"2018-05-23","105.66"
"2018-05-24","105.83"
"2018-05-25","106.07"
"2018-05-29","106.95"
"2018-05-30","106.53"
"2018-05-31","106.63"
"2018-06-01","106.00"
"2018-06-04","105.81"
"2018-06-05","105.88"
"2018-06-06","105.57"
"2018-06-07","105.80"
"2018-06-08","105.77"
"2018-06-11","105.66"
"2018-06-12","105.69"
"2018-06-13","105.58"
"2018-06-14","105.79"
"2018-06-15","105.90"
"2018-06-18","105.86"
"2018-06-19","106.00"
"2018-06-20","105.82"
"2018-06-21","105.91"
"2018-06-22","105.88"
"2018-06-25","106.00"
"2018-06-26","106.00"
"2018-06-27","106.31"
"2018-06-28","106.21"
"2018-06-29","106.24"
"2018-07-02","105.93"
"2018-07-03","106.11"
"2018-07-05","106.15"
"2018-07-06","106.27"
"2018-07-09","106.19"
"2018-07-10","106.15"
"2018-07-11","106.31"
"2018-07-12","106.30"
"2018-07-13","106.46"
"2018-07-16","106.33"
"2018-07-17","106.30"
"2018-07-18","106.26"
"2018-07-19","106.43"
"2018-07-20","106.17"
"2018-07-23","105.81"
"2018-07-24","105.97"
"2018-07-25","106.06"
"2018-07-26","105.90"
"2018-07-27","105.99"
"2018-07-30","105.94"
"2018-07-31","106.04"
"2018-08-01","105.59"
"2018-08-02","105.68"
"2018-08-03","105.89"
"2018-08-06","106.00"
"2018-08-07","105.81"
"2018-08-08","105.81"
"2018-08-09","105.97"
"2018-08-10","106.34"
"2018-08-13","106.21"
"2018-08-14","106.14"
"2018-08-15","106.35"
"2018-08-16","106.30"
"2018-08-17","106.32"
"2018-08-20","106.62"
"2018-08-21","106.51"
"2018-08-22","106.60"
"2018-08-23","106.62"
"2018-08-24","106.60"
"2018-08-27","106.52"
"2018-08-28","106.33"
"2018-08-29","106.33"
"2018-08-30","106.44"
"2018-08-31","106.47"
"2018-09-04","105.95"
"2018-09-05","105.96"
"2018-09-06","106.13"
"2018-09-07","105.77"
"2018-09-10","105.85"
"2018-09-11","105.64"
"2018-09-12","105.76"
"2018-09-13","105.81"
"2018-09-14","105.66"
"2018-09-17","105.64"
"2018-09-18","105.37"
"2018-09-19","105.19"
"2018-09-20","105.30"
"2018-09-21","105.38"
"2018-09-24","105.35"
"2018-09-25","105.22"
"2018-09-26","105.46"
"2018-09-27","105.53"
"2018-09-28","105.54"
"2018-10-01","105.21"
"2018-10-02","105.34"
"2018-10-03","104.76"
"2018-10-04","104.51"
"2018-10-05","104.32"
"2018-10-08","104.35"
"2018-10-09","104.48"
"2018-10-10","104.35"
"2018-10-11","104.83"
"2018-10-12","104.77"
"2018-10-15","104.64"
"2018-10-16","104.70"
"2018-10-17","104.59"
"2018-10-18","104.57"
"2018-10-19","104.38"
"2018-10-22","104.42"
"2018-10-23","104.55"
"2018-10-24","104.73"
"2018-10-25","104.69"
"2018-10-26","104.94"
"2018-10-29","104.88"
"2018-10-30","104.71"
"2018-10-31","104.47"
"2018-11-01","104.29"
"2018-11-02","103.91"
"2018-11-05","104.02"
"2018-11-06","104.02"
"2018-11-07","104.10"
"2018-11-08","103.99"
"2018-11-09","104.18"
"2018-11-12","104.20"
"2018-11-13","104.34"
"2018-11-14","104.43"
"2018-11-15","104.36"
"2018-11-16","104.66"
"2018-11-19","104.72"
"2018-11-20","104.66"
"2018-11-21","104.65"
"2018-11-23","104.69"
"2018-11-26","104.64"
"2018-11-27","104.68"
"2018-11-28","104.76"
"2018-11-29","104.77"
"2018-11-30","104.83"
"2018-12-03","104.77"
"2018-12-04","105.10"
"2018-12-06","105.28"
"2018-12-07","105.47"
"2018-12-10","105.49"
"2018-12-11","105.42"
"2018-12-12","105.38"
"2018-12-13","105.41"
"2018-12-14","105.53"
"2018-12-17","105.72"
"2018-12-18","105.76"
"2018-12-19","106.03"
"2018-12-20","105.84"
"2018-12-21","105.80"
"2018-12-24","105.99"
"2018-12-26","105.74"
"2018-12-27","105.98"
"2018-12-28","106.02"
"2018-12-31","106.27"
"2019-01-02","106.42"
"2019-01-03","107.00"
"2019-01-04","106.51"
"2019-01-07","106.48"
"2019-01-08","106.35"
"2019-01-09","106.35"
"2019-01-10","106.29"
"2019-01-11","106.47"
"2019-01-14","106.41"
"2019-01-15","106.41"
"2019-01-16","106.38"
"2019-01-17","106.35"
"2019-01-18","106.27"
"2019-01-22","106.55"
"2019-01-23","106.48"
"2019-01-24","106.74"
"2019-01-25","106.58"
"2019-01-28","106.65"
"2019-01-29","106.85"
"2019-01-30","106.98"
"2019-01-31","107.41"
"2019-02-01","106.87"
"2019-02-04","106.76"
"2019-02-05","106.95"
"2019-02-06","106.97"
"2019-02-07","107.18"
"2019-02-08","107.28"
"2019-02-11","107.16"
"2019-02-12","107.08"
"2019-02-13","106.97"
"2019-02-14","107.19"
"2019-02-15","107.18"
"2019-02-19","107.33"
"2019-02-20","107.29"
"2019-02-21","107.08"
"2019-02-22","107.30"
"2019-02-25","107.25"
"2019-02-26","107.43"
"2019-02-27","107.15"
"2019-02-28","107.07"
"2019-03-01","106.60"
"2019-03-04","106.80"
"2019-03-05","106.82"
"2019-03-06","106.96"
"2019-03-07","107.26"
"2019-03-08","107.32"
"2019-03-11","107.27"
"2019-03-12","107.54"
"2019-03-13","107.51"
"2019-03-14","107.37"
"2019-03-15","107.57"
"2019-03-18","107.61"
"2019-03-19","107.57"
"2019-03-20","107.95"
"2019-03-21","108.02"
"2019-03-22","108.51"
"2019-03-25","108.75"
"2019-03-26","108.81"
"2019-03-27","109.04"
"2019-03-28","108.97"
"2019-03-29","108.85"
"2019-04-01","108.20"
"2019-04-02","108.29"
"2019-04-03","108.12"
"2019-04-04","108.18"
"2019-04-05","108.28"
"2019-04-08","108.22"
"2019-04-09","108.34"
"2019-04-10","108.47"
"2019-04-11","108.37"
"2019-04-12","108.16"
"2019-04-15","108.21"
"2019-04-16","108.03"
"2019-04-17","108.05"
"2019-04-18","108.22"
"2019-04-22","108.07"
"2019-04-23","108.19"
"2019-04-24","108.47"
"2019-04-25","108.43"
"2019-04-26","108.63"
"2019-04-29","108.46"
"2019-04-30","108.63"
"2019-05-01","108.40"
"2019-05-02","108.15"
"2019-05-03","108.30"
"2019-05-06","108.45"
"2019-05-07","108.67"
"2019-05-08","108.51"
"2019-05-09","108.59"
"2019-05-10","108.63"
"2019-05-13","108.88"
"2019-05-14","108.83"
"2019-05-15","109.05"
"2019-05-16","108.93"
"2019-05-17","108.99"
"2019-05-20","108.88"
"2019-05-21","108.81"
"2019-05-22","108.97"
"2019-05-23","109.46"
"2019-05-24","109.27"
"2019-05-28","109.58"
"2019-05-29","109.71"
"2019-05-30","109.83"
"2019-05-31","110.28"
"2019-06-03","110.36"
"2019-06-04","110.14"
"2019-06-05","110.14"
"2019-06-06","110.14"
"2019-06-07","110.42"
"2019-06-10","110.18"
"2019-06-11","110.21"
"2019-06-12","110.28"
"2019-06-13","110.49"
"2019-06-14","110.45"
"2019-06-17","110.51"
"2019-06-18","110.72"
"2019-06-19","111.00"
"2019-06-20","111.27"
"2019-06-21","110.93"
"2019-06-24","111.24"
"2019-06-25","111.33"
"2019-06-26","111.05"
"2019-06-27","111.35"
"2019-06-28","111.39"
"2019-07-01","111.03"
"2019-07-02","111.33"
"2019-07-03","111.51"
"2019-07-05","111.00"
"2019-07-08","111.10"
"2019-07-09","110.96"
"2019-07-10","110.97"
"2019-07-11","110.67"
"2019-07-12","110.75"
"2019-07-15","110.86"
"2019-07-16","110.71"
"2019-07-17","111.06"
"2019-07-18","111.20"
"2019-07-19","111.17"
"2019-07-22","111.25"
"2019-07-23","111.11"
"2019-07-24","111.27"
"2019-07-25","111.14"
"2019-07-26","111.13"
"2019-07-29","111.29"
"2019-07-30","111.24"
"2019-07-31","111.39"
"2019-08-01","111.86"
"2019-08-02","111.96"
"2019-08-05","112.51"
"2019-08-06","112.54"
"2019-08-07","112.85"
"2019-08-08","112.69"
"2019-08-09","112.60"
"2019-08-12","113.14"
"2019-08-13","112.89"
"2019-08-14","113.36"
"2019-08-15","113.67"
"2019-08-16","113.67"
"2019-08-19","113.33"
"2019-08-20","113.57"
"2019-08-21","113.51"
"2019-08-22","113.31"
"2019-08-23","113.77"
"2019-08-26","113.64"
"2019-08-27","113.99"
"2019-08-28","114.13"
"2019-08-29","113.91"
"2019-08-30","114.01"
"2019-09-03","113.96"
"2019-09-04","114.04"
"2019-09-05","113.42"
"2019-09-06","113.59"
"2019-09-09","113.22"
"2019-09-10","112.70"
"2019-09-11","112.60"
"2019-09-12","112.30"
"2019-09-13","111.70"
"2019-09-16","112.06"
"2019-09-17","112.20"
"2019-09-18","112.38"
"2019-09-19","112.53"
"2019-09-20","112.67"
"2019-09-23","112.95"
"2019-09-24","113.30"
"2019-09-25","112.72"
"2019-09-26","113.01"
"2019-09-27","113.09"
"2019-09-30","113.13"
"2019-10-01","113.08"
"2019-10-02","113.25"
"2019-10-03","113.61"
"2019-10-04","113.75"
"2019-10-07","113.53"
"2019-10-08","113.59"
"2019-10-09","113.34"
"2019-10-10","112.97"
"2019-10-11","112.57"
"2019-10-14","112.60"
"2019-10-15","112.54"
"2019-10-16","112.66"
"2019-10-17","112.63"
"2019-10-18","112.68"
"2019-10-21","112.49"
"2019-10-22","112.66"
"2019-10-23","112.68"
